Partners,Partnership Career Span,Partnership Career Start,Partnership Career End,Number Of Partnerships,Unbroken Partnerships,Total Partnership Runs,Highest Partnership,Avg Partnership Per Dismissal,Century Partnerships,Fifty Runs And Over Partnerships,Country
"Aftab Ahmed, Khaled Mashud",2004-2006,2004,2006,6,1,97,44,19.40,0,0,Bangladesh
"Khaled Mashud, Shahriar Nafees",2005-2005,2005,2005,1,0,94,94,94.00,0,1,Bangladesh
"Mehrab Hossain jnr, Raqibul Hasan",2009-2009,2009,2009,2,0,94,52,47.00,0,1,Bangladesh
"Athar Ali Khan, Shahriar Hossain",1997-1997,1997,1997,3,0,93,55,31.00,0,1,Bangladesh
"Khaled Mahmud, Mushfiqur Rahman",2000-2004,2000,2004,7,0,92,34,13.14,0,0,Bangladesh
"Abdur Razzak, Khaled Mashud",2004-2006,2004,2006,5,1,91,25*,22.75,0,0,Bangladesh
"Athar Ali Khan, Naimur Rahman",1997-1997,1997,1997,3,0,91,76,30.33,0,1,Bangladesh
"Imrul Kayes, Naeem Islam",2010-2011,2010,2011,2,0,91,78,45.50,0,1,Bangladesh
"Khaled Mahmud, Tapash Baisya",2002-2005,2002,2005,8,1,90,42,12.85,0,0,Bangladesh
"Mohammad Rafique, Shahriar Nafees",2005-2006,2005,2006,4,1,88,60,29.33,0,1,Bangladesh
"Habibul Bashar, Shahriar Hossain",1997-2004,1997,2004,5,0,87,51,17.40,0,1,Bangladesh
"Mahmudullah, Shahriar Nafees",2011-2011,2011,2011,2,0,87,69,43.50,0,1,Bangladesh
"Al Sahariar, Tushar Imran",2001-2002,2001,2002,4,0,86,51,21.50,0,1,Bangladesh
"Liton Das, Mushfiqur Rahim",2015-2015,2015,2015,4,0,85,50,21.25,0,1,Bangladesh
"Aftab Ahmed, Imrul Kayes",2010-2010,2010,2010,3,0,83,40,27.66,0,0,Bangladesh
"Alok Kapali, Tushar Imran",2002-2003,2002,2003,6,0,83,46,13.83,0,0,Bangladesh
"Farhad Reza, Mahmudullah",2007-2008,2007,2008,7,2,83,37,16.60,0,0,Bangladesh
"Imrul Kayes, Liton Das",2015-2017,2015,2017,3,0,83,43,27.66,0,0,Bangladesh
"Mehrab Hossain jnr, Tamim Iqbal",2008-2009,2008,2009,4,0,82,38,20.50,0,0,Bangladesh
"Shakib Al Hasan, Shuvagata Hom",2011-2011,2011,2011,2,1,82,74*,82.00,0,1,Bangladesh
"Mehrab Hossain jnr, Shakib Al Hasan",2006-2009,2006,2009,4,0,81,49,20.25,0,0,Bangladesh
"Alok Kapali, Raqibul Hasan",2008-2008,2008,2008,3,0,79,46,26.33,0,0,Bangladesh
"Mashrafe Mortaza, Mohammad Rafique",2003-2007,2003,2007,10,1,79,36,8.77,0,0,Bangladesh
"Akram Khan, Javed Omar",2000-2001,2000,2001,2,0,78,75,39.00,0,1,Bangladesh
"Khaled Mahmud, Tushar Imran",2002-2002,2002,2002,3,0,78,38,26.00,0,0,Bangladesh
"Shamsur Rahman, Tamim Iqbal",2013-2014,2013,2014,2,0,78,63,39.00,0,1,Bangladesh
"Al Sahariar, Hannan Sarkar",2002-2003,2002,2003,5,0,77,33,15.40,0,0,Bangladesh
"Aminul Islam, Tushar Imran",2002-2002,2002,2002,1,0,77,77,77.00,0,1,Bangladesh
"Anamul Haque, Mohammad Ashraful",2013-2013,2013,2013,1,0,77,77,77.00,0,1,Bangladesh
"Naeem Islam, Raqibul Hasan",2009-2011,2009,2011,4,0,77,53,19.25,0,1,Bangladesh
"Akram Khan, Khaled Mahmud",1998-2003,1998,2003,7,0,76,24,10.85,0,0,Bangladesh
"Aminul Islam, Shahriar Hossain",1999-1999,1999,1999,2,0,76,63,38.00,0,1,Bangladesh
"Farhad Reza, Mohammad Ashraful",2006-2008,2006,2008,2,1,75,73*,75.00,0,1,Bangladesh
"Hannan Sarkar, Javed Omar",2002-2003,2002,2003,4,0,75,37,18.75,0,0,Bangladesh
"Minhajul Abedin, Mohammad Rafique",1997-1998,1997,1998,3,0,75,57,25.00,0,1,Bangladesh
"Naeem Islam, Shamsur Rahman",2013-2013,2013,2013,1,0,75,75,75.00,0,1,Bangladesh
"Khaled Mahmud, Mohammad Ashraful",2004-2005,2004,2005,3,0,74,51,24.66,0,1,Bangladesh
"Al Sahariar, Habibul Bashar",1999-2003,1999,2003,7,0,73,32,10.42,0,0,Bangladesh
"Azhar Hossain, Faruk Ahmed",1988-1990,1988,1990,4,0,73,30,18.25,0,0,Bangladesh
"Alok Kapali, Mashrafe Mortaza",2003-2008,2003,2008,6,0,72,35,12.00,0,0,Bangladesh
"Enamul Haque, Minhajul Abedin",1999-1999,1999,1999,2,1,72,37,72.00,0,0,Bangladesh
"Manjural Islam Rana, Rajin Saleh",2004-2004,2004,2004,4,0,70,48,17.50,0,0,Bangladesh
"Mohammad Rafique, Mushfiqur Rahim",2007-2007,2007,2007,4,0,70,56,17.50,0,1,Bangladesh
"Minhajul Abedin, Naimur Rahman",1999-1999,1999,1999,2,0,69,69,34.50,0,1,Bangladesh
"Mominul Haque, Shakib Al Hasan",2013-2014,2013,2014,3,0,69,39,23.00,0,0,Bangladesh
"Mashrafe Mortaza, Mushfiqur Rahman",2003-2004,2003,2004,2,0,68,48,34.00,0,0,Bangladesh
"Abdur Razzak, Shafiul Islam",2010-2013,2010,2013,11,1,67,14,6.70,0,0,Bangladesh
"Alok Kapali, Anwar Hossain",2002-2002,2002,2002,1,0,67,67,67.00,0,1,Bangladesh
"Anamul Haque, Mahmudullah",2012-2015,2012,2015,3,0,67,43,22.33,0,0,Bangladesh
"Mohammad Ashraful, Sanwar Hossain",2002-2003,2002,2003,6,1,67,25,13.40,0,0,Bangladesh
"Aminul Islam, Mohammad Rafique",1997-1998,1997,1998,2,0,66,39,33.00,0,0,Bangladesh
"Javed Omar, Mohammad Rafique",2000-2004,2000,2004,4,1,66,19,22.00,0,0,Bangladesh
"Mahbubul Alam, Mehrab Hossain jnr",2009-2009,2009,2009,1,0,65,65,65.00,0,1,Bangladesh
"Mahmudullah, Sohrawordi Shuvo",2010-2011,2010,2011,4,1,65,25*,21.66,0,0,Bangladesh
"Akram Khan, Mushfiqur Rahman",2001-2001,2001,2001,1,0,64,64,64.00,0,1,Bangladesh
"Aminul Islam, Mehrab Hossain",1998-1999,1998,1999,4,0,63,25,15.75,0,0,Bangladesh
"Farhad Reza, Mushfiqur Rahim",2007-2007,2007,2007,3,1,63,42,31.50,0,0,Bangladesh
"Mohammad Ashraful, Nazimuddin",2008-2008,2008,2008,2,0,63,43,31.50,0,0,Bangladesh
"Mashrafe Mortaza, Naeem Islam",2008-2010,2008,2010,6,1,62,21,12.40,0,0,Bangladesh
"Mushfiqur Rahman, Rajin Saleh",2003-2003,2003,2003,2,0,62,53,31.00,0,1,Bangladesh
"Mohammad Ashraful, Mohammad Rafique",2005-2007,2005,2007,4,0,61,21,15.25,0,0,Bangladesh
"Mushfiqur Rahim, Shuvagata Hom",2011-2011,2011,2011,1,0,61,61,61.00,0,1,Bangladesh
"Shamsur Rahman, Ziaur Rahman",2013-2013,2013,2013,1,0,61,61,61.00,0,1,Bangladesh
"Aftab Ahmed, Farhad Reza",2006-2007,2006,2007,4,0,60,23,15.00,0,0,Bangladesh
"Al Sahariar, Mehrab Hossain",2002-2002,2002,2002,2,0,60,59,30.00,0,1,Bangladesh
"Hasibul Hossain, Khaled Mahmud",1998-2003,1998,2003,4,0,60,25,15.00,0,0,Bangladesh
"Mehidy Hasan Miraz, Taskin Ahmed",2017-2017,2017,2017,2,0,60,54,30.00,0,1,Bangladesh
"Alok Kapali, Shahriar Nafees",2006-2006,2006,2006,2,0,59,39,29.50,0,0,Bangladesh
"Alok Kapali, Shakib Al Hasan",2008-2011,2008,2011,2,0,59,55,29.50,0,1,Bangladesh
"Anamul Haque, Nasir Hossain",2012-2014,2012,2014,2,0,59,53,29.50,0,1,Bangladesh
"Mashrafe Mortaza, Mehidy Hasan Miraz",2017-2017,2017,2017,4,0,58,28,14.50,0,0,Bangladesh
"Mashrafe Mortaza, Sabbir Rahman",2014-2018,2014,2018,5,0,58,20,11.60,0,0,Bangladesh
"Hannan Sarkar, Mohammad Ashraful",2002-2004,2002,2004,5,0,57,19,11.40,0,0,Bangladesh
"Khaled Mahmud, Mehrab Hossain",1999-1999,1999,1999,2,0,56,46,28.00,0,0,Bangladesh
"Khaled Mashud, Minhajul Abedin",1997-1999,1997,1999,3,0,56,44,18.66,0,0,Bangladesh
"Anamul Haque, Soumya Sarkar",2014-2015,2014,2015,3,0,55,40,18.33,0,0,Bangladesh
"Minhajul Abedin, Shaheedur Rahman",1986-1986,1986,1986,2,0,55,43,27.50,0,0,Bangladesh
"Mushfiqur Rahman, Tushar Imran",2003-2003,2003,2003,2,0,55,49,27.50,0,0,Bangladesh
"Dhiman Ghosh, Mashrafe Mortaza",2008-2008,2008,2008,2,1,54,35*,54.00,0,0,Bangladesh
"Dolar Mahmud, Mushfiqur Rahim",2009-2009,2009,2009,1,0,54,54,54.00,0,1,Bangladesh
"Manjural Islam, Tapash Baisya",2002-2003,2002,2003,5,0,54,37,10.80,0,0,Bangladesh
"Mashrafe Mortaza, Nurul Hasan",2016-2016,2016,2016,2,0,54,33,27.00,0,0,Bangladesh
"Akram Khan, Sanwar Hossain",1998-2003,1998,2003,3,0,53,40,17.66,0,0,Bangladesh
"Habibul Bashar, Khaled Mahmud",2001-2006,2001,2006,3,0,53,33,17.66,0,0,Bangladesh
"Hasibul Hossain, Sheikh Salahuddin",1997-1997,1997,1997,3,0,53,21,17.66,0,0,Bangladesh
"Jahurul Islam, Junaid Siddique",2010-2010,2010,2010,2,0,53,40,26.50,0,0,Bangladesh
"Mahmudullah, Ziaur Rahman",2013-2013,2013,2013,3,0,53,25,17.66,0,0,Bangladesh
"Abdur Razzak, Mohammad Ashraful",2007-2008,2007,2008,2,1,52,42*,52.00,0,0,Bangladesh
"Akram Khan, Azhar Hossain",1990-1990,1990,1990,1,0,52,52,52.00,0,1,Bangladesh
"Naeem Islam, Sohrawordi Shuvo",2010-2010,2010,2010,3,1,52,25*,26.00,0,0,Bangladesh
"Aftab Ahmed, Alok Kapali",2006-2006,2006,2006,1,0,51,51,51.00,0,1,Bangladesh
"Akram Khan, Mohammad Rafique",1995-2003,1995,2003,4,0,51,23,12.75,0,0,Bangladesh
"Farhad Reza, Mashrafe Mortaza",2007-2008,2007,2008,5,0,51,17,10.20,0,0,Bangladesh
"Hasibul Hossain, Khaled Mashud",1997-1999,1997,1999,3,0,51,44,17.00,0,0,Bangladesh
"Mafizur Rahman, Sheikh Salahuddin",1997-1997,1997,1997,2,1,51,26*,51.00,0,0,Bangladesh
"Mohammad Ashraful, Mushfiqur Rahman",2004-2004,2004,2004,2,0,50,43,25.00,0,0,Bangladesh
"Mohammad Rafique, Nafees Iqbal",2004-2005,2004,2005,4,0,50,27,12.50,0,0,Bangladesh
"Mosaddek Hossain, Shakib Al Hasan",2016-2017,2016,2017,2,0,50,27,25.00,0,0,Bangladesh
"Enamul Haque, Naimur Rahman",1999-2000,1999,2000,3,1,49,34,24.50,0,0,Bangladesh
"Khaled Mahmud, Manjural Islam Rana",2004-2005,2004,2005,4,0,49,24,12.25,0,0,Bangladesh
"Mashrafe Mortaza, Tapash Baisya",2003-2004,2003,2004,2,0,49,39,24.50,0,0,Bangladesh
"Alok Kapali, Mohammad Rafique",2002-2006,2002,2006,9,0,48,12,5.33,0,0,Bangladesh
"Alok Kapali, Mushfiqur Rahman",2003-2004,2003,2004,7,0,48,26,6.85,0,0,Bangladesh
"Athar Ali Khan, Habibul Bashar",1997-1997,1997,1997,3,0,48,37,16.00,0,0,Bangladesh
"Jahurul Islam, Shakib Al Hasan",2010-2010,2010,2010,2,0,48,35,24.00,0,0,Bangladesh
"Mashrafe Mortaza, Shahadat Hossain",2006-2008,2006,2008,5,0,48,18,9.60,0,0,Bangladesh
"Abdur Razzak, Dhiman Ghosh",2008-2008,2008,2008,2,0,47,26,23.50,0,0,Bangladesh
"Mashrafe Mortaza, Taskin Ahmed",2015-2017,2015,2017,2,1,47,35*,47.00,0,0,Bangladesh
"Mominul Haque, Tamim Iqbal",2013-2013,2013,2013,1,0,47,47,47.00,0,0,Bangladesh
"Al Sahariar, Aminul Islam",1999-2001,1999,2001,3,0,46,27,15.33,0,0,Bangladesh
"Aminul Islam, Golam Faruq",1988-1988,1988,1988,1,0,46,46,46.00,0,0,Bangladesh
"Athar Ali Khan, Gazi Ashraf",1988-1988,1988,1988,3,0,46,31,15.33,0,0,Bangladesh
"Khaled Mashud, Syed Rasel",2005-2006,2005,2006,3,1,46,24,23.00,0,0,Bangladesh
"Mohammad Rafique, Mushfiqur Rahman",2003-2004,2003,2004,2,0,46,46,23.00,0,0,Bangladesh
"Aftab Ahmed, Mushfiqur Rahman",2004-2004,2004,2004,1,0,45,45,45.00,0,0,Bangladesh
"Ehsanul Haque, Mohammad Ashraful",2002-2003,2002,2003,3,0,45,34,15.00,0,0,Bangladesh
"Javed Omar, Nafees Iqbal",2004-2005,2004,2005,4,0,45,19,11.25,0,0,Bangladesh
"Mashrafe Mortaza, Nazmul Hossain",2004-2010,2004,2010,5,1,45,31,11.25,0,0,Bangladesh
"Mashrafe Mortaza, Sohag Gazi",2013-2014,2013,2014,4,1,45,19,15.00,0,0,Bangladesh
"Athar Ali Khan, Nasir Ahmed",1990-1990,1990,1990,1,0,44,44,44.00,0,0,Bangladesh
"Faisal Hossain, Mohammad Ashraful",2004-2004,2004,2004,2,0,44,36,22.00,0,0,Bangladesh
"Abdur Razzak, Rubel Hossain",2010-2013,2010,2013,6,1,43,15,8.60,0,0,Bangladesh
"Aminul Islam, Khaled Mashud",1997-1999,1997,1999,3,0,43,27,14.33,0,0,Bangladesh
"Jahurul Islam, Mushfiqur Rahim",2012-2013,2012,2013,2,0,43,22,21.50,0,0,Bangladesh
"Khaled Mashud, Nafees Iqbal",2004-2004,2004,2004,1,0,43,43,43.00,0,0,Bangladesh
"Mohammad Ashraful, Tushar Imran",2002-2007,2002,2007,6,0,43,24,7.16,0,0,Bangladesh
"Mosaddek Hossain, Rubel Hossain",2016-2016,2016,2016,1,0,43,43,43.00,0,0,Bangladesh
"Nazimuddin, Raqibul Hasan",2008-2008,2008,2008,1,0,43,43,43.00,0,0,Bangladesh
"Aftab Ahmed, Tushar Imran",2007-2007,2007,2007,2,0,42,40,21.00,0,0,Bangladesh
"Akram Khan, Enamul Haque",1990-1999,1990,1999,5,0,42,15,8.40,0,0,Bangladesh
"Athar Ali Khan, Javed Omar",1995-1995,1995,1995,2,0,42,30,21.00,0,0,Bangladesh
"Farhad Reza, Shahriar Nafees",2006-2006,2006,2006,2,0,42,35,21.00,0,0,Bangladesh
"Abdur Razzak, Farhad Reza",2007-2011,2007,2011,5,0,41,13,8.20,0,0,Bangladesh
"Alok Kapali, Mohammad Salim",2003-2003,2003,2003,1,0,41,41,41.00,0,0,Bangladesh
"Habibul Bashar, Naimur Rahman",1997-2000,1997,2000,2,0,41,22,20.50,0,0,Bangladesh
"Mushfiqur Rahim, Sohrawordi Shuvo",2011-2011,2011,2011,2,0,41,28,20.50,0,0,Bangladesh
"Rafiqul Alam, Shaheedur Rahman",1986-1986,1986,1986,1,0,41,41,41.00,0,0,Bangladesh
"Akram Khan, Mohammad Ashraful",2003-2003,2003,2003,2,0,40,34,20.00,0,0,Bangladesh
"Anamul Haque, Naeem Islam",2012-2012,2012,2012,3,0,40,24,13.33,0,0,Bangladesh
"Khaled Mahmud, Minhajul Abedin",1999-1999,1999,1999,2,0,40,39,20.00,0,0,Bangladesh
"Mohammad Ashraful, Nafees Iqbal",2004-2005,2004,2005,4,0,40,38,10.00,0,0,Bangladesh
"Mushfiqur Rahim, Shafiul Islam",2011-2011,2011,2011,2,1,40,34*,40.00,0,0,Bangladesh
"Rubel Hossain, Ziaur Rahman",2014-2014,2014,2014,1,0,40,40,40.00,0,0,Bangladesh
"Sanwar Hossain, Tushar Imran",2002-2003,2002,2003,5,0,40,15,8.00,0,0,Bangladesh
"Liton Das, Tamim Iqbal",2015-2015,2015,2015,3,1,39,21,19.50,0,0,Bangladesh
"Manjural Islam Rana, Tapash Baisya",2003-2005,2003,2005,3,0,39,25,13.00,0,0,Bangladesh
"Mushfiqur Rahim, Shamsur Rahman",2013-2014,2013,2014,2,0,38,35,19.00,0,0,Bangladesh
"Naeem Islam, Nazmul Hossain",2009-2009,2009,2009,2,1,38,35*,38.00,0,0,Bangladesh
"Ehsanul Haque, Sanwar Hossain",2003-2003,2003,2003,2,0,37,30,18.50,0,0,Bangladesh
"Enamul Haque, Khaled Mahmud",1999-2002,1999,2002,3,0,37,19,12.33,0,0,Bangladesh
"Mahmudullah, Mohammad Saifuddin",2018-2018,2018,2018,1,0,37,37,37.00,0,0,Bangladesh
"Mashrafe Mortaza, Mominul Haque",2014-2015,2014,2015,2,0,37,21,18.50,0,0,Bangladesh
"Mohammad Rafique, Mohammad Sharif",2001-2001,2001,2001,1,1,37,37*,-,0,0,Bangladesh
"Aftab Ahmed, Khaled Mahmud",2004-2004,2004,2004,1,0,36,36,36.00,0,0,Bangladesh
"Jamaluddin Ahmed, Tapash Baisya",2003-2003,2003,2003,1,0,36,36,36.00,0,0,Bangladesh
"Khaled Mashud, Tareq Aziz",2004-2004,2004,2004,2,0,36,19,18.00,0,0,Bangladesh
"Nurul Hasan, Taskin Ahmed",2016-2016,2016,2016,2,0,36,23,18.00,0,0,Bangladesh
"Rubel Hossain, Shafiul Islam",2010-2011,2010,2011,4,0,36,17,9.00,0,0,Bangladesh
"Shahriar Nafees, Tushar Imran",2005-2007,2005,2007,4,0,36,24,9.00,0,0,Bangladesh
"Abdur Razzak, Khaled Mahmud",2004-2004,2004,2004,1,0,35,35,35.00,0,0,Bangladesh
"Athar Ali Khan, Jahangir Alam",1997-1997,1997,1997,1,0,35,35,35.00,0,0,Bangladesh
"Faruk Ahmed, Mehrab Hossain",1999-1999,1999,1999,2,0,35,29,17.50,0,0,Bangladesh
"Khaled Mashud, Mafizur Rahman",1997-1997,1997,1997,3,0,35,12,11.66,0,0,Bangladesh
"Naeem Islam, Syed Rasel",2008-2009,2008,2009,2,0,35,25,17.50,0,0,Bangladesh
"Abdur Razzak, Syed Rasel",2006-2010,2006,2010,6,2,34,16,8.50,0,0,Bangladesh
"Alok Kapali, Farhad Reza",2011-2011,2011,2011,1,0,34,34,34.00,0,0,Bangladesh
"Habibul Bashar, Mehrab Hossain",2003-2003,2003,2003,1,0,34,34,34.00,0,0,Bangladesh
"Mohammad Rafique, Syed Rasel",2007-2007,2007,2007,1,0,34,34,34.00,0,0,Bangladesh
"Abdur Razzak, Mushfiqur Rahim",2007-2009,2007,2009,5,0,33,17,6.60,0,0,Bangladesh
"Abdur Razzak, Tapash Baisya",2004-2007,2004,2007,4,2,33,17*,16.50,0,0,Bangladesh
"Abul Hasan, Nasir Hossain",2013-2013,2013,2013,1,0,33,33,33.00,0,0,Bangladesh
"Azhar Hossain, Gazi Ashraf",1988-1990,1988,1990,3,0,33,26,11.00,0,0,Bangladesh
"Junaid Siddique, Shahriar Nafees",2010-2011,2010,2011,2,0,33,27,16.50,0,0,Bangladesh
"Khaled Mahmud, Mashrafe Mortaza",2001-2005,2001,2005,5,0,33,19,6.60,0,0,Bangladesh
"Khaled Mahmud, Sanwar Hossain",2001-2003,2001,2003,3,0,33,32,11.00,0,0,Bangladesh
"Mehrab Hossain, Mohammad Ashraful",2003-2003,2003,2003,3,0,33,16,11.00,0,0,Bangladesh
"Naeem Islam, Rubel Hossain",2009-2011,2009,2011,4,1,33,16,11.00,0,0,Bangladesh
"Akram Khan, Alok Kapali",2003-2003,2003,2003,2,0,32,28,16.00,0,0,Bangladesh
"Habibul Bashar, Manjural Islam Rana",2004-2005,2004,2005,3,0,32,18,10.66,0,0,Bangladesh
"Liton Das, Mahmudullah",2015-2015,2015,2015,1,0,32,32,32.00,0,0,Bangladesh
"Naeem Islam, Shahadat Hossain",2008-2010,2008,2010,3,1,32,26*,16.00,0,0,Bangladesh
"Tapash Baisya, Tareq Aziz",2003-2004,2003,2004,3,0,32,25,10.66,0,0,Bangladesh
"Abdur Razzak, Habibul Bashar",2007-2007,2007,2007,1,0,31,31,31.00,0,0,Bangladesh
"Arafat Sunny, Mashrafe Mortaza",2015-2015,2015,2015,2,1,31,21,31.00,0,0,Bangladesh
"Hasibul Hossain, Minhajul Abedin",1999-1999,1999,1999,1,0,31,31,31.00,0,0,Bangladesh
"Mehrab Hossain jnr, Mohammad Ashraful",2006-2009,2006,2009,2,0,31,21,15.50,0,0,Bangladesh
"Mohammad Mithun, Mushfiqur Rahim",2014-2014,2014,2014,1,0,31,31,31.00,0,0,Bangladesh
"Rajin Saleh, Shakib Al Hasan",2006-2006,2006,2006,1,0,31,31,31.00,0,0,Bangladesh
"Shafiul Islam, Sohag Gazi",2014-2014,2014,2014,1,0,31,31,31.00,0,0,Bangladesh
"Al Sahariar, Shahriar Hossain",1999-1999,1999,1999,2,0,30,24,15.00,0,0,Bangladesh
"Aminul Islam, Javed Omar",1995-2000,1995,2000,3,0,30,16,10.00,0,0,Bangladesh
"Junaid Siddique, Mahmudullah",2010-2010,2010,2010,1,0,30,30,30.00,0,0,Bangladesh
"Mohammad Sharif, Mushfiqur Rahman",2001-2001,2001,2001,1,1,30,30*,-,0,0,Bangladesh
"Mushfiqur Rahim, Sohag Gazi",2014-2014,2014,2014,3,0,30,15,10.00,0,0,Bangladesh
"Akram Khan, Jahangir Shah",1988-1988,1988,1988,1,1,29,29*,-,0,0,Bangladesh
"Anwar Hossain, Ehsanul Haque",2002-2002,2002,2002,1,0,29,29,29.00,0,0,Bangladesh
"Mashrafe Mortaza, Mohammad Sharif",2001-2001,2001,2001,1,0,29,29,29.00,0,0,Bangladesh
"Mushfiqur Rahim, Ziaur Rahman",2014-2014,2014,2014,1,0,29,29,29.00,0,0,Bangladesh
"Nasir Hossain, Shafiul Islam",2011-2016,2011,2016,2,1,29,29,29.00,0,0,Bangladesh
"Nurul Abedin, Raqibul Hasan",1986-1986,1986,1986,2,0,29,26,14.50,0,0,Bangladesh
"Abdur Razzak, Robiul Islam",2013-2013,2013,2013,1,1,28,28*,-,0,0,Bangladesh
"Enamul Haque, Hasibul Hossain",1997-1999,1997,1999,5,0,28,11,5.60,0,0,Bangladesh
"Habibul Bashar, Sajjad Ahmed",1995-1995,1995,1995,1,0,28,28,28.00,0,0,Bangladesh
"Javed Omar, Sanwar Hossain",1998-2003,1998,2003,4,0,28,20,7.00,0,0,Bangladesh
"Mehidy Hasan Miraz, Tamim Iqbal",2017-2017,2017,2017,1,0,28,28,28.00,0,0,Bangladesh
"Naeem Islam, Shafiul Islam",2010-2011,2010,2011,3,0,28,17,9.33,0,0,Bangladesh
"Minhajul Abedin, Rafiqul Alam",1986-1986,1986,1986,1,0,27,27,27.00,0,0,Bangladesh
"Anamul Haque, Shakib Al Hasan",2014-2014,2014,2014,3,0,26,19,8.66,0,0,Bangladesh
"Azhar Hossain, Minhajul Abedin",1990-1990,1990,1990,1,0,26,26,26.00,0,0,Bangladesh
"Habibul Bashar, Mehrab Hossain jnr",2006-2006,2006,2006,2,0,26,23,13.00,0,0,Bangladesh
"Hasibul Hossain, Javed Omar",2000-2000,2000,2000,1,1,26,26*,-,0,0,Bangladesh
"Khaled Mahmud, Nazmul Hossain",2004-2004,2004,2004,1,0,26,26,26.00,0,0,Bangladesh
"Manjural Islam, Mashrafe Mortaza",2003-2003,2003,2003,1,0,26,26,26.00,0,0,Bangladesh
"Mashrafe Mortaza, Mosaddek Hossain",2016-2016,2016,2016,2,0,26,23,13.00,0,0,Bangladesh
"Mominul Haque, Rubel Hossain",2014-2014,2014,2014,1,1,26,26*,-,0,0,Bangladesh
"Mustafizur Rahman, Sunzamul Islam",2018-2018,2018,2018,1,0,26,26,26.00,0,0,Bangladesh
"Alok Kapali, Al Sahariar",2003-2003,2003,2003,2,0,25,20,12.50,0,0,Bangladesh
"Anisur Rahman, Saiful Islam",1995-1995,1995,1995,1,0,25,25,25.00,0,0,Bangladesh
"Farhad Reza, Habibul Bashar",2006-2006,2006,2006,2,0,25,22,12.50,0,0,Bangladesh
"Mashrafe Mortaza, Mosharraf Hossain",2008-2008,2008,2008,1,0,25,25,25.00,0,0,Bangladesh
"Mohammad Saifuddin, Mushfiqur Rahim",2017-2017,2017,2017,1,0,25,25,25.00,0,0,Bangladesh
"Mosaddek Hossain, Tamim Iqbal",2017-2017,2017,2017,1,0,25,25,25.00,0,0,Bangladesh
"Nazmul Hossain, Tapash Baisya",2004-2005,2004,2005,3,0,25,15,8.33,0,0,Bangladesh
"Faisal Hossain, Habibul Bashar",2004-2004,2004,2004,1,0,24,24,24.00,0,0,Bangladesh
"Farhad Reza, Raqibul Hasan",2008-2008,2008,2008,1,0,24,24,24.00,0,0,Bangladesh
"Mohammad Ashraful, Naeem Islam",2008-2011,2008,2011,4,0,24,11,6.00,0,0,Bangladesh
"Mosaddek Hossain, Taijul Islam",2016-2016,2016,2016,1,0,24,24,24.00,0,0,Bangladesh
"Shafiul Islam, Shahadat Hossain",2010-2010,2010,2010,2,1,24,17*,24.00,0,0,Bangladesh
"Alok Kapali, Manjural Islam",2002-2002,2002,2002,1,1,23,23*,-,0,0,Bangladesh
"Faruk Ahmed, Gazi Ashraf",1988-1990,1988,1990,2,0,23,14,11.50,0,0,Bangladesh
"Gazi Ashraf, Minhajul Abedin",1986-1990,1986,1990,2,0,23,20,11.50,0,0,Bangladesh
"Mohammad Rafique, Shakib Al Hasan",2006-2007,2006,2007,2,0,23,22,11.50,0,0,Bangladesh
"Ahmed Kamal, Aminul Islam",1999-1999,1999,1999,1,0,22,22,22.00,0,0,Bangladesh
"Alok Kapali, Tapash Baisya",2002-2003,2002,2003,5,0,22,12,4.40,0,0,Bangladesh
"Al Sahariar, Ehsanul Haque",2002-2003,2002,2003,4,0,22,19,5.50,0,0,Bangladesh
"Aminul Islam, Azhar Hossain",1990-1990,1990,1990,1,0,22,22,22.00,0,0,Bangladesh
"Arafat Sunny, Mushfiqur Rahim",2014-2014,2014,2014,2,0,22,19,11.00,0,0,Bangladesh
"Dolar Mahmud, Mahmudullah",2008-2008,2008,2008,1,0,22,22,22.00,0,0,Bangladesh
"Javed Omar, Mushfiqur Rahman",2001-2004,2001,2004,2,0,22,18,11.00,0,0,Bangladesh
"Khaled Mashud, Manjural Islam",1999-2002,1999,2002,4,1,22,12,7.33,0,0,Bangladesh
"Khaled Mashud, Sanwar Hossain",2003-2003,2003,2003,1,0,22,22,22.00,0,0,Bangladesh
"Mohammad Saifuddin, Sabbir Rahman",2018-2018,2018,2018,1,1,22,22*,-,0,0,Bangladesh
"Mustafizur Rahman, Rubel Hossain",2017-2018,2017,2018,3,2,22,20*,22.00,0,0,Bangladesh
"Akram Khan, Gazi Ashraf",1990-1990,1990,1990,1,0,21,21,21.00,0,0,Bangladesh
"Alok Kapali, Javed Omar",2004-2004,2004,2004,2,0,21,17,10.50,0,0,Bangladesh
"Anamul Haque, Jahurul Islam",2012-2013,2012,2013,2,0,21,20,10.50,0,0,Bangladesh
"Azhar Hossain, Zahid Razzak",1990-1990,1990,1990,2,0,21,11,10.50,0,0,Bangladesh
"Mahbubul Alam, Nazmul Hossain",2009-2009,2009,2009,1,0,21,21,21.00,0,0,Bangladesh
"Manjural Islam, Minhajul Abedin",1999-1999,1999,1999,1,1,21,21*,-,0,0,Bangladesh
"Akram Khan, Faruk Ahmed",1990-1999,1990,1999,2,0,20,11,10.00,0,0,Bangladesh
"Alok Kapali, Naimur Rahman",2002-2002,2002,2002,1,0,20,20,20.00,0,0,Bangladesh
